14.7,0
14.5,0
14.4,0
14.2,0
13.9,0
13.8,0
13.9,0
13.9,0
13.7,0
13.7,0
13.9,0
13.9,0
13.9,0
13.8,0
13.7,0
13.2,0
12.8,0
12.5,0
12,0
12.2,0
12.4,0
12.3,0
12.3,0
12.3,0
11.8,0
11.8,0
11.6,0
11.6,0
11.6,0
11.8,0
11.7,0
11.5,0
11.4,0
11.4,0
11.1,0
11,0
10.8,0
10.6,0
10.4,0
10.4,0
10.3,4
9.8,12
10.1,31
10.6,56
11.2,86
11.5,115
12.2,90
12.8,93
13.3,114
14.1,280
15,307
15.1,234
15.2,217
15.2,199
15.2,235
15.4,304
15.6,219
15.6,188
15.9,335
16.2,322
16.6,530
17,306
16.8,305
16.8,559
17.7,479
17.2,391
17.8,340
17.9,384
18.4,456
18.6,662
19.2,941
19.2,541
19.1,280
18.8,255
18.6,224
19.4,747
19.8,930
19.5,654
19.4,784
19.7,494
19.6,248
19.4,263
20.2,788
20.5,355
19.5,197
20.5,739
20.8,465
19.8,378
20.7,549
20.7,318
20.7,605
20,234
19.8,321
20.6,433
20.8,408
20.7,367
20.9,316
20.2,179
19.5,150
20.1,234
20,198
19.4,127
18.8,40
18.8,58
18.6,20
18.4,20
18.1,5
17.8,0
17.5,0
16.8,0
16.7,0
16.3,0
15.7,0
16,0
15.8,0
15.4,0
15.3,0
15.5,0
15.5,0
15.4,0
15.3,0
15,0
14.6,0
14.7,0
15.1,0
15,0
14.8,0
14.5,0
14.4,0
14.5,0
15,0
15,0
14.5,0
14.2,0
14.2,0
14.1,0
14,0
14,0
14,0
14,0
13.9,0
13.8,0
13.5,0
13.4,0
13.4,0
13,0
12.6,0
12.6,0
12,0
12.1,0
11.8,0
11.8,0
11.8,0
11.4,0
11.2,0
10.8,0
10.4,0
10.5,0
10,0
10,0
9.9,0
10.2,0
9.8,0
9.6,0
9.2,0
9.4,0
9.3,0
9.3,0
9.6,0
9.3,0
9.3,0
9.3,0
9.2,0
9.1,0
8.9,0
8.9,0
8.8,0
9.4,0
8.8,0
8.6,0
8.3,0
8.4,0
8.7,0
8.7,0
8.7,5
8.9,25
9.2,50
10,75
10.8,102
12.1,132
13.1,164
13.4,157
13.2,213
13.8,280
14,271
14.1,205
14.4,399
14.5,288
14.1,268
14.2,261
14.5,340
14.9,354
15.2,381
15.8,619
16,605
16.4,582
16.3,692
16.6,747
16.5,381
17,743
17,583
17.2,619
17,617
17.3,520
17.4,457
17.3,417
17.7,675
18,611
17.6,466
18.3,629
17.8,366
18.2,621
18.4,424
18.8,737
18.6,470
18.6,461
18.5,374
18.6,484
19.5,805
19.7,664
19.3,518
19.5,629
19.7,669
19.8,639
19.6,453
19.6,370
19.6,489
19.9,500
19.8,373
19.6,314
19.7,319
19.8,318
19.4,164
19.5,192
19.5,175
19.5,143
19.3,102
19.2,73
18.7,39
18.1,11
17.3,1
16.7,0
16.6,0
16.3,0
16.1,0
15.9,0
15.6,0
15.3,0
15.1,0
14.8,0
14.7,0
14.6,0
14,0
13.9,0
13.5,0
13.4,0
12.8,0
12.4,0
12.4,0
12.2,0
12.3,0
12.2,0
12.2,0
12,0
11.8,0
11.3,0
11.3,0
12,0
12.9,0
14.2,0
14.6,0
14.7,0
14.6,0
14.5,0
14.4,0
14.3,0
14.2,0
14.1,0
14,0
13.8,0
13.7,0
13.6,0
13.5,0
13.4,0
13.1,0
12.9,0
12.9,0
12.8,0
12.8,0
12.7,0
12.4,0
12.7,0
12.8,0
12.7,0
12.6,0
12.6,0
12.5,0
12.5,0
12.3,0
12.4,0
12.4,0
12.3,0
12.2,0
12.1,0
11.9,0
12,0
11.9,0
11.9,0
12.1,0
12,0
12,0
11.9,0
11.8,0
11.8,0
11.7,0
11.8,0
11.7,0
11.5,0
11.4,5
11.4,23
11.9,48
12.3,76
12.6,107
12.8,142
13,178
13.4,213
13.7,246
13.9,282
14.1,316
14.2,349
14.4,380
14.7,396
15.1,439
15.2,469
15.7,497
16,501
16.3,551
16.8,578
17.1,605
17.4,592
17.8,640
18.1,655
18.4,695
18.6,721
18.9,642
19,714
19.5,779
19.6,665
19.7,676
19.8,704
19.7,545
20,684
20.3,679
20.4,741
20.8,810
20.8,697
20.7,639
20.4,548
20.8,537
20.4,367
21,672
20.9,591
20.9,326
20.8,503
21,350
20.7,353
21.1,462
21.2,516
21.4,401
21,229
21.3,388
21.5,308
21.3,294
21.5,327
21.5,267
21.4,189
21.2,122
20.9,145
21,138
20.6,57
20.1,43
19.4,27
19.1,15
18.7,10
18.2,1
18.1,0
17.7,0
17.6,0
17.4,0
16.9,0
16.7,0
16.6,0
16.8,0
17.2,0
17,0
16.7,0
16.8,0
16.7,0
16.5,0
16.3,0
16.1,0
16.4,0
16.5,0
16.2,0
16.5,0
16.7,0
16.9,0
17,0
17.3,0
17.2,0
17.3,0
17,0
17.2,0
16.9,0
16.7,0
16.4,0
16.4,0
16.5,0
16.1,0
16,0
15.9,0
15.8,0
15.7,0
16,0
15.9,0
15.6,0
15.5,0
15.2,0
15.2,0
15.2,0
15.2,0
15.2,0
15.1,0
15.1,0
15.1,0
15,0
14.8,0
14.6,0
14.6,0
14.4,0
14.1,0
14,0
13.7,0
13.5,0
13.1,0
13.1,0
13.4,0
13.3,0
13.2,0
13.2,0
13.2,0
13.2,0
12.9,0
12.8,0
12.8,0
12.6,0
12.5,0
12.5,0
12.6,0
12.3,0
12.1,0
11.6,0
11.5,3
12,14
12.4,49
12.9,76
13.2,93
13.7,131
14.1,179
14.8,242
15.2,271
15.5,330
15.6,298
15.8,330
15.6,247
15.6,243
15.7,252
16.5,488
17.2,479
17.2,380
16.8,275
17.5,576
18,643
18.5,719
18.7,554
18.8,595
19.3,630
19.5,551
19.6,517
19.9,646
19.8,514
19.8,447
19.9,467
20.6,708
20.8,484
20.8,406
20.8,422
21.2,481
21.1,366
21.5,434
22,541
22.3,647
22,467
22.2,667
22.7,783
23,691
22.7,530
23,612
23.3,659
23.1,596
23.4,566
23.4,539
23.3,391
23,362
23.3,295
22.9,257
22.5,148
22.3,149
22.1,115
21.9,134
22.4,263
22.7,204
22.6,208
22.2,64
21.6,75
21.4,51
21.1,18
20.4,11
19.3,0
18.6,0
18.1,0
17.6,0
16.9,0
15.8,0
15.5,0
15.2,0
14.8,0
14.4,0
14.1,0
14,0
13.6,0
13.4,0
13.2,0
13.6,0
13.2,0
13.2,0
12.7,0
12.5,0
12.7,0
12.3,0
12.5,0
13.3,0
13.2,0
14,0
13.9,0
13.9,0
13.7,0
12.6,0
12.7,0
13.5,0
13.8,0
13.7,0
14.1,0
14,0
13.6,0
13.5,0
13.3,0
13.1,0
13.5,0
13.3,0
12.9,0
13,0
13.5,0
13.7,0
13.8,0
13.5,0
13.8,0
14.9,0
15.5,0
16,0
16,0
15.9,0
15.8,0
15.9,0
16.2,0
16.2,0
16,0
16.2,0
16.5,0
16.7,0
16.6,0
16.6,0
16.8,0
16.7,0
16.6,0
16.5,0
16.7,0
16.8,0
16.6,0
16.6,0
16.8,0
16.8,0
16.8,0
16.8,0
16.7,0
16.4,0
16.1,1
16.1,8
16,18
16.2,35
16.6,43
16.6,49
16.5,52
16.4,64
16.7,95
17.1,174
17.9,272
18.2,274
18.3,226
18.5,188
18.7,181
19.1,304
19.7,430
20,394
20.3,381
20.3,325
20.8,537
21.7,553
21.8,448
22.8,610
22.9,419
23.1,439
23.3,525
23.7,576
23.8,447
23.9,331
23.9,481
24.4,612
24.9,697
24.9,355
24.9,525
25.5,553
26,658
26.7,451
26.5,358
26.8,421
27.1,380
27.1,418
27.9,694
27.5,514
27,392
26.7,322
26.4,323
26.7,416
26.6,281
26.1,210
25.8,198
25.3,180
24.9,210
25,226
24.9,256
25.1,279
24.7,199
24.6,156
24.2,107
24,123
23.8,93
23.4,66
23.3,53
23,32
22.8,22
22.3,8
21.8,0
21.1,0
20.7,0
20.3,0
19.8,0
19.7,0
19.8,0
21,0
21.6,0
21.5,0
21.4,0
21.3,0
20.9,0
20.6,0
19.8,0
19.5,0
19.6,0
19.9,0
19.9,0
19.4,0
19.1,0
19,0
19.8,0
20,0
20,0
20,0
19.8,0
19.8,0
19.8,0
19.8,0
19.7,0
19.3,0
18.8,0
18.5,0
18.2,0
17.9,0
17.6,0
17.5,0
17.4,0
17.3,0
17,0
17,0
17.4,0
18,0
18.2,0
18.4,0
18.3,0
18.2,0
18.1,0
18.2,0
18.2,0
18,0
17.7,0
17.7,0
17.6,0
17.7,0
17.6,0
17.6,0
17.6,0
17.3,0
17.3,0
17.5,0
17.5,0
17.4,0
17.5,0
17.5,0
17.5,0
17.5,0
17.5,0
17.5,0
17.5,0
17.4,0
17.4,0
17.4,0
17.4,0
17.2,0
17.1,0
17.1,0
17.1,0
16.9,5
16.8,11
16.8,30
17.1,67
17.3,62
17.6,130
17.9,130
18,60
18.2,196
18.7,240
18.8,296
18.6,176
18.7,196
18.8,123
18.8,105
18.9,136
19.1,101
19,32
18.8,41
18.9,82
19,25
18.6,18
18.1,20
18.1,12
18,25
18.2,182
18.8,238
18.7,108
18.7,110
18.5,90
18.6,139
18.7,264
19,406
19.4,377
19.8,722
19.9,352
20,347
20.1,353
20.3,345
20,155
19.5,183
19.5,161
19.4,152
19.4,230
19.3,269
19.3,220
19.2,179
19.3,179
19.5,235
19.3,149
19.3,165
19.3,156
19.3,135
19.2,104
19.2,97
19.2,82
19.1,98
19,102
18.9,81
18.8,54
18.7,48
18.6,36
18.5,20
18.5,12
18.4,4
18.2,0
18,0
18,0
17.9,0
17.7,0
17.6,0
17.4,0
17.5,0
17.5,0
17.5,0
17.7,0
17.8,0
17.8,0
17.7,0
17.6,0
17.6,0
17.6,0
17.6,0
17.5,0
17.4,0
17.4,0
17.3,0
17.2,0
17.2,0
17.3,0
17.3,0
17.2,0
17.2,0
17.4,0
17.3,0
17.3,0
17.3,0
17.4,0
17.4,0
17.4,0
17.4,0
17.3,0
17.2,0
17.1,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
16.8,0
16.8,0
16.8,0
16.7,0
16.6,0
16.4,0
16.2,0
16,0
16,0
16,0
16,0
16,0
15.9,0
15.9,0
15.9,1
15.9,0
15.8,0
15.5,0
15.5,0
15.5,0
15.5,1
15.5,0
15.4,0
15.3,0
15.3,0
15.2,0
15.2,0
15.1,0
15,0
14.9,0
14.6,1
14.7,5
15,14
15.2,17
15.1,27
15.1,98
15.4,159
15.7,197
15.8,232
16,267
16.3,299
16.5,333
16.7,368
16.9,402
17.3,454
17.3,394
17.6,532
17.9,402
17.4,203
16.3,112
15.8,390
16.6,570
17.1,633
17.6,619
18.2,657
18.1,652
18.5,561
16.6,91
15.2,185
16,685
16.7,520
16.2,309
16.2,375
16.7,677
17.2,605
16.2,260
15.6,278
15.3,420
14.6,246
14.3,230
14.6,500
15,501
14.7,366
14.9,381
14.7,444
15.2,637
15.2,515
14.9,346
14.1,314
14.4,482
14.5,530
14.2,498
14.1,364
13.8,156
14,153
14,205
14.1,168
14,144
14.1,190
13.8,65
13.6,51
13.5,68
13.4,26
13.1,18
12.9,10
12.9,4
12.8,0
12.6,0
12.3,0
12,0
11.8,0
11.6,0
11.3,0
10.9,0
10.6,0
10.5,0
10.6,0
10.5,0
10.6,0
10.4,0
10.2,0
10.2,0
9.9,0
9.6,0
9.5,0
9.4,0
8.8,0
8.4,0
8.4,0
9.1,0
8.5,0
8.2,0
8,0
8.6,0
9.2,0
10,0
9.9,0
9.6,0
8.9,0
9.2,0
9.1,0
9,0
8.7,0
8.8,0
8.8,0
9.1,0
9.3,0
9.2,0
8.6,0
8.3,0
8.4,0
8.1,0
7.3,0
7.2,0
7.4,0
7.1,0
6.9,0
7,0
6.9,0
6.6,0
6.5,0
6.7,0
6.9,0
6.3,0
6.3,0
6.2,0
6.9,0
7.4,0
8,0
8.2,0
8.2,0
8.6,0
8.7,0
8.6,0
8.5,0
8.5,0
8.7,0
8.8,0
8.9,0
9,0
9.1,0
9.1,0
8.6,0
8.2,0
7.8,1
7.3,10
7.5,40
8.6,47
8.8,29
8.9,45
9.3,71
9.9,78
9.9,69
10,95
10.2,122
10.4,181
10.9,395
11.3,266
11.5,302
11.8,296
11.8,284
12.1,323
12.4,415
12.6,472
12.9,477
13.4,536
13.2,355
13.6,558
13.4,449
13.6,552
14.1,775
14,448
13.8,288
13.7,243
13.6,352
13.8,339
14,345
14.1,322
14.1,406
14.4,414
14.6,509
15.2,851
15.1,545
14.9,472
14.5,296
14.1,191
13.9,203
13.8,285
13.9,284
13.9,276
14.1,359
14.2,330
14.7,430
14.7,438
15.2,538
14.8,222
14.6,277
14.5,181
14.4,130
14.2,94
14.2,51
14.1,36
14,53
14,70
13.9,47
13.9,32
13.8,24
13.7,13
13.7,16
13.7,4
13.6,0
13.3,0
12.9,0
12.8,0
12.7,0
12.5,0
12.2,0
11.6,0
11.2,0
11.1,0
11.1,0
11,0
10.6,0
10.5,0
10.2,0
9.9,0
9.6,0
9.1,0
8.9,0
8.5,0
8.4,0
8.4,0
8.7,0
8.4,0
8.4,0
8.3,0
8.2,0
8.2,0
8.1,0
7.8,0
7.6,0
7.4,0
7.4,0
7.4,0
7.5,0
7.5,0
7.3,0
7.2,0
7.3,0
7.3,0
7.5,0
7.6,0
8.1,0
9.4,0
9.4,0
9.6,0
9.8,0
10.1,0
10.3,0
10.2,0
10.1,0
10.2,0
10.2,0
